HS4,Trade Value,Year
Used Rubber Tires,108290.0,2021
Brochures,2695457.0,2016
Machinery Having Individual Functions,3449147.0,2005
Metal-Rolling Mills,51607.0,2005
Wadding,117196.0,2017
Knit Women's Coats,13556429.0,2011
Rubber Sheets,50818.0,2016
Hot-Rolled Iron Bars,444988.0,2013
Electricity,1514455.0,2004
Other Cotton Fabrics,251084.0,2019
Rolled Tobacco,317544.0,2008
Chocolate,28373.0,2000
Iron Anchors,718.9999999999999,2001
Corrugated Paper,3463325.0000000005,2017
Nitrogenous Fertilizers,3111503.0,2002
Wheeled Toys,454.0,2012
Calculators,113529.0,2005
Packaged Sewing Sets,17638.0,2006
Light Rubberized Knitted Fabric,9283953.0,2016
Acyclic Alcohols,2003.0,1999
Electric Motors,49167017.0,2022
Sand,4185613.0,2000
Asphalt,1781.9999999999998,2002
Carboxyamide Compounds,151174.0,2010
Prepared Explosives,323290.0,2015
Tanned Equine and Bovine Hides,16709296.0,2001
Rolled Tobacco,646533.0,2019
Iron Stovetops,563545.0,1997
Prints,9317.0,2008
Wood Wool,66.0,2019
Soybeans,2563.9999999999995,2011
Bulbs and Roots,1889454.0,2014
Other Vegetable Fibers Yarn,2551.0,2013
Electrical Lighting and Signalling Equipment,1773046.0000000002,2001
Paintings,1582155.0,2009
Oil Seed Flower,149248.0,1997
Processed Synthetic Staple Fibers,234177.0,2019
Scales,377079.0,2016
Synthetic Reconstructed Jewellery Stones,125685.0,2020
Stainless Steel Ingots,116828.0,2019
Equine and Bovine Hides,8064.999999999999,1998
Hydrometers,1302478.0,2012
Rubber Textile Fabric,26626.0,2009
Ball Bearings,259131.0,2008
Glycerol,13899.0,2015
Raw Cotton,1590.0,2019
Cereal Meal and Pellets,403226.00000000006,2014
Eggs,7297991.0,2017
Other Women's Undergarments,107326059.0,2020
Natural Polymers,83833.0,2004
Iron Pyrites,1905.0,2016
"Nutmeg, mace and cardamons",34689.0,2011
Hydrogen,1133663.0,2006
Fishing Ships,5618491.999999999,2019
Textile Processing Machines,1406068.0,2008
Jute Yarn,3898.0,2003
Knives,98199.0,2017
Patent Leather,4941001.0,2013
Sand,2191412.0,2013
Animal or Vegetable Fertilizers,4740318.0,2017
Radio Receivers,252890.0,2019
Railway Cargo Containers,209752.0,2012
Other Agricultural Machinery,24041.0,1998
Hand-Woven Rugs,10757257.0,2015
Sculptures,34469.0,1997
Coffee,57178.99999999999,1997
Glycosides,2046685.0,2000
Therapeutic Appliances,36899.0,2013
Aluminium Pipe Fittings,130.0,2002
Special Pharmaceuticals,524912.0,1995
Portable Lighting,46174.0,2016
Aluminium Oxide,16285.999999999998,2012
Electrical Lighting and Signalling Equipment,5019819.0,1999
Light Pure Woven Cotton,2777896.0,2012
Other Rubber Products,100742.0,1996
Carded Wool or Animal Hair Fabric,403117.0,2017
Oxometallic or Peroxometallic Acid Salts,485.0,2003
Knit Women's Undergarments,106817951.0,2003
Scented Mixtures,22353401.000000004,2022
Bulbs and Roots,1685917.0,2016
Aluminium Structures,205815.0,2001
Knit Women's Undergarments,82697708.0,2007
Bladed Weapons and Accessories,1791.0,2021
Hand Saws,82319.0,2009
Sugar Preserved Foods,8923.0,1996
Rolled Tobacco,8847.0,2006
Other Wood Articles,857873.0,2016
Quartz,2309.0,1998
Sheep and Goat Meat,347912.0,2022
Precious Metal Ore,5383268.0,2020
High-voltage Protection Equipment,5967672.0,2018
Rapeseed Oil,67957.0,2017
Sports Equipment,3411875.0,2019
Copper Powder,38056.0,2002
Rubber,3473660.0,2017
High-voltage Protection Equipment,799121.0,2001
Percussion,274463.0,1999
Hot-Rolled Iron,28939535.0,2013
Dithionites and Sulfoxylates,15213.0,1996
Wheeled Toys,41987.0,2001
Forage Crops,7820.0,2005
Copper Foil,348401.0,2010
Artificial Vegetation,14031.0,2021
Microscopes,544.0,1999
Leather of Other Animals,3481627.0,2008
"Motion-picture film, exposed and developed",126368.0,2013
Textile Scraps,2123630.0,2016
Acyclic Hydrocarbons,7358.999999999999,2021
Fairground Amusements,282371.0,2001
Drafting Tools,39638.0,1998
Glaziers Putty,1756429.0,2012
Fairground Amusements,1248817.0,2017
Aluminium Bars,13499256.0,2013
Buttons,6489140.000000001,2022
Iron Sheet Piling,84537.0,2006
Vacuum Cleaners,54680.0,1998
Prepared Cotton,25298.0,2005
Non-Knit Men's Shirts,150946697.0,2021
Antifreeze,139648.0,2017
Dried Vegetables,1942782.0,2018
Metalworking Machines,80361.0,2019
Iron Toiletry,124063.0,2016
Processed Tobacco,102684.0,2009
Other Vinyl Polymers,2886557.0,2016
Retail Wool or Animal Hair Yarn,700.0,2014
Light Fixtures,17655240.0,2010
Other Slag and Ash,1135.0,2016
Flax Yarn,126220.0,2015
Nickel Powder,1301713.0,2019
Other Firearms,26737.0,2014
Margarine,1932183.0,2002
Hand Saws,262683.0,2015
Mixed Mineral or Chemical Fertilizers,2877743118.0,2019
Other Stainless Steel Bars,1126.0,2008
Animal or Vegetable Fertilizers,4922178.0,2008
Animal Organs,64093622.0,2018
Watch Straps,9325.0,2016
Soil Preparation Machinery,37541.0,1999
Processed Tobacco,20198920.0,2017
Prepared Rubber Accelerators,6040.0,2007
Metalworking Machines,46993.0,2016
Knit T-shirts,275556492.0,2020
Narrow Woven Fabric,918565.0,1996
Metallic Fabric,21649.0,1999
Tulles and Net Fabric,7904740.0,2018
Other Uncoated Paper,2769700.0,2010
Cleaning Products,8210693.999999999,2001
Raw Nickel,533.0,2015
Cotton Waste,1251798.0,2010
Lubricating Products,115018.0,2009
Processed Tomatoes,7864218.0,1999
Integrated Circuits,329249812.0,2016
Cellulose Fibers Paper,759037.0,2009
Aqueous Paints,160809.0,2006
Refrigerators,2392060.0,2013
Stone Working Machines,136831.0,2003
Accordions,2787.0,1996
Cobalt Ore,765402.0,2009
Synthetic Coloring Matter,552330.0,2002
Non-fillet Frozen Fish,144548714.0,2009
Eggs,16325883.0,2020
Saturated Acyclic Monocarboxylic Acids,73052.0,2009
Dental Products,1239798.0,1998
Mate,117717.0,2017
Raw Iron Bars,230581.0,2003
Aluminium Pipes,249559.0,2008
Vegetable Plaiting Materials,24659.0,1999
Coffee and Tea Extracts,28097762.0,2011
Corrugated Paper,24741.0,2009
Dairy Machinery,100.0,2005
Rubberworking Machinery,2465306.0,2014
Synthetic Fabrics,1507900.0,2006
Integrated Circuits,573215859.0,2011
Other Inorganic Acids Salts,42044.0,2011
Hair Products,11586101.0,2017
Coal Tar Oil,246831345.0,2004
Light Fixtures,11060160.0,2001
Laboratory Reagents,1491702.0,2014
Salt,2004662.0,2003
Large Construction Vehicles,5459832.0,2022
Perfumes,13845278.0,2014
Lead Oxides,327531.0,2020
Aluminium Gas Containers,39361.0,2016
Uncoated Paper,1540202.0,2011
Iron Springs,636993.0,2019
Radio Receivers,12304380.0,2004
Coated Textile Fabric,111713.0,2013
Densified Wood,778.0,2006
Motor vehicle (8701 to 8705) chassis fitted with engine,160707.0,2006
Iron Sheet Piling,13738.0,2000
Live Fish,9481035.0,2016
Toilet Paper,2176205.0,2019
Blown Glass,1537.0,2013
Processed Mushrooms,366963.0,2014
Lead Sheets,7659.0,2008
Processed Fish,353597142.0,2003
Rubber Apparel,683463.0,2018
Reaction and Catalytic Products,49920.0,2004
Malt Extract,2148531.0,2010
Bran,3771.000000000001,2021
Party Decorations,36865.0,2012
Thermostats,43416907.0,2022
Sand,2771914.0,2017
Motor vehicles; parts and accessories (8701 to 8705),37779986.0,2003
Liquid Dispersing Machines,1052446.0,2010
Large Flat-Rolled Stainless Steel,88981.00000000001,1998
Inorganic Compounds,1296.0,2016
Oil Seed Flower,1166.0000000000002,2009
Sewing Machines,928042.0,2011
Other Sugars,273605.0,2020
Other Prepared Meat,32027.0,1995
Non-Knit Women's Undergarments,19812851.0,2005
Stranded Aluminium Wire,5556026.0,2009
Traffic Signals,145847.0,2020
Metal Stoppers,3000464.0,2021
Hydraulic Turbines,106538.0,2012
Leather Sheets,24636.0,2016
Other Edible Preparations,17683196.0,2008
Rice,26546.0,2005
Combed Wool or Animal Hair Fabric,1705473.0,2005
Electrical Transformers,27214059.0,2007
Iron Wire,228396.0,2020
Cameras,548830.0000000001,2014
Other Sugars,902623.0,2002
Hot-Rolled Iron Bars,3886260.0,2004
Parachutes,24728.0,2022
Ice Cream,11030.0,2004
Other Nitrogen Compounds,2066590.0,2020
Wheat,2648.0,2000
Unpackaged Medicaments,1839267.0,2011
Twine and Rope,186765.0,2004
Quartz,74053.0,2010
Low-voltage Protection Equipment,14363779.0,1995
Nitric Acids,2614.0,2012
Hats,104296.0,2019
Vanilla,42201.0,2005
Dashboard Clocks,91931.0,2017
Molasses,10394571.0,2021
Aluminium Structures,243970.0,2002
Recovered Paper Pulp,69.0,2015
Electrical Power Accessories,1337373.0,1996
Bran,231852.0,2002
Hair Trimmers,377358.0,2015
Fish Fillets,14986072.0,2006
Vacuum Cleaners,4675316.0,2010
Aluminium Bars,14214672.000000002,2014
Corrugated Paper,47830.0,2002
Buttons,254802.0,1996
Other Nitrogen Compounds,1642.0,2005
"Spring, Air, and Gas Guns",57068.0,2022
Telephones,8231219.0,2014
Other Iron Bars,35310.0,2011
Copper Springs,104.0,2005
Water and Gas Generators,389.0,2011
Electric Filament,669209.0,2009
Other toys,9771242.0,2021
Felt Hats,37338.00000000001,2006
Rough Wood,129028.0,1997
Fishing and Hunting Equipment,45342.0,2021
Eyewear Frames,216790.0,2004
Copper Foil,18303.0,2020
Electric Motors,19384902.0,2015
Sorghum,29297.0,2021
Rubber Textile Fabric,40159.0,2016
Telephones,6060075.0,2010
Insulated Wire,818359647.0,2005
"Non-Iron and Steel Slag, Ash and Residues",1287229.0,1997
Safety Glass,19076.0,1997
Other Hand Tools,1628139.0,2021
Electrical Lighting and Signalling Equipment,14031936.0,2013
Cobalt,189749.0,1995
Chamois Leather,335288.0,2000
Essential Oils,28906680.0,2015
Non-Mechanical Removal Machinery,712632.0000000001,2007
Musical Instrument Parts,2440.0,2018
Metal Signs,88494.0,2004
Machinery Having Individual Functions,44652225.0,2015
Soybean Oil,10392987.0,2009
Steel Wire,9796.0,2020
Prepared Pigments,88168.0,2002
Electrical Lighting and Signalling Equipment,18383347.0,2014
Artificial Filament Yarn Woven Fabric,3289933.0,2013
Citrus and Melon Peels,824498.0,2015
Umbrellas,22032.0,1995
Coconut Oil,31007.0,2015
Rosin,84390.0,1996
Other Coloring Matter,371035.0,2006
Knotted Carpets,7839800.0,2015
Flat panel displays,1173560.0,2008
Ground Nuts,44.00000000000001,2016
Pepper,2310865.0,2003
Portable Lighting,128371.0,1999
Grapes,19518963.0,2007
Book-binding Machines,29485.0,2006
Aluminium Housewares,458100.0,2002
Potatoes,13867667.0,2010
Metal-Clad Products,314355.0,2002
Other Metals,16960.0,2001
Labels,376297.0,2021
Scrap Aluminium,99417136.0,2022
Eggs,470494.0,2009
Coin,2832.0,2010
Hard Rubber,4711.0,2010
Glass Mirrors,5378780.0,2021
Flat-Rolled Iron,25861.0,1996
Unglazed Ceramics,218848.0,2000
Textile Wicks,21880.0,2000
Nucleic Acids,6408.0,2005
Other Firearms,168.99999999999997,2016
Aluminium Bars,4871106.0,1999
Spices,2796572.0,2004
Looms,2842393.0,2022
Processed Mica,1335.0,2013
Metal Lathes,34696.0,2010
Artistry Paints,9645.0,2018
Lubricating Products,155131.0,2007
Quilted Textiles,642490.0,2019
Other Ores,1852.0,1998
Rubber,205856.0,2021
Lettuce,3340595.0,2014
Wool or Animal Hair Waste,2274.0,2012
Spices,3156409.0,2005
Railway Track Fixtures,36914.0,2010
Iron Fasteners,344512.0,2001
Insulating Glass,3862.0,2022
Other Vegetable Fibers Fabric,3945.0,2000
Chalkboards,2758.0,2009
Bitumen and asphalt,272.0,2010
Breathing Appliances,3024.0,1997
Surveying Equipment,185579.0,1995
Steam Boilers,5041668.0,2016
Other Cast Iron Products,2626248.0,2012
Natural Polymers,1905.0,1995
Phosphatic Fertilizers,446573011.0,2014
Heavy Mixed Woven Cotton,2433154.0,2001
Oxygen Amino Compounds,30133.000000000004,2006
Raw Nickel,12720.999999999998,2001
Non-Mechanical Removal Machinery,177082.0,2009
Bells and Other Metal Ornaments,3687585.0,2005
Gum Coated Textile Fabric,1139.0,2000
Other Ceramic Articles,2296887.0,2012
Concentrated Milk,1041532.0,2002
Polishes and Creams,137492.0,2014
Organo-Sulfur Compounds,83796.99999999999,2002
Utility Meters,981116.0,2013
Beer,2185236.0,2022
Coated Textile Fabric,609207.0,2016
Non-Knit Babies' Garments,24019648.0,1996
Other Inedible Animal Products,23206079.0,2022
Nonaqueous Paints,2100162.0,2001
Special purpose motor vehicles,7240349.0,2012
Pig Meat,99351.0,2013
Other Stainless Steel Bars,63556.0,2021
Scrap Nickel,202911.0,2022
Other Non-Knit Clothing Accessories,2600203.0,2019
Window Dressings,1919678.0,2006
Other Cotton Fabrics,1074584.0,1996
Tanned Furskins,2513575.0,2009
Bitumen and asphalt,3115946.0000000005,2007
Cyanides,18941.0,2019
Fat and Oil Residues,7039.0,2021
Manganese Ore,24982671.0,2021
Prints,721.0000000000001,2009
Manganese,1696.9999999999998,1998
Zinc Powder,348149.0,2007
Petroleum Resins,7192.0,2014
Plastic Wash Basins,829875.0,2003
Stone Processing Machines,9225230.0,2018
Motor-working Tools,65377.0,1996
Water and Gas Generators,104511.0,2014
Collector's Items,684655.0,1998
Vegetable or Animal Dyes,84403.0,2020
Knit Gloves,1056910.0,1998
Bladed Weapons and Accessories,2193.0,2000
Steel Wire,1542.0,2015
Time Switches,5494.0,2006
Nitrogenous Fertilizers,15933047.000000002,1999
Other Knit Garments,17327969.0,2005
Woodworking machines,1018422.0,2013
Non-Knit Women's Shirts,466511764.0,2017
Recovered Paper,384627.0,2009
Aluminium Housewares,386278.0,2020
Additive manufacturing machines,1736390.0,1995
Other Knit Garments,8420930.0,2000
Letter Stock,75591.0,1998
Confectionery Sugar,23566945.0,2021
Metal Signs,291034.0,2019
Equine and Bovine Hides,352060.0,1995
Other Metal Fasteners,734341.0,2000
Liquid Fuel Furnaces,9529.0,2001
Garden Tools,27085.0,2008
Recovered Paper,11500944.0,2021
Glycosides,13004863.0,2014
Fish Fillets,92546764.0,2020
Semi chemical Woodpulp,54.00000000000001,2019
Hydrogen,40203.0,2004
Special purpose motor vehicles,140455.0,2003
Confectionery Sugar,32148623.0,2013
Pharmaceutical Animal Products,12.0,2019
Calculators,30510.0,1998
Additive manufacturing machines,12579713.0,2012
Plastic Lids,23582508.0,2010
Rubber Thread,13862.0,1995
Knit Active Wear,19717415.0,2007
Other Hand Tools,1330452.0,2013
Barium Sulphate,17468091.0,1997
Knotted Carpets,8271928.0,2022
Fork-Lifts,732985.0,2017
Vinegar,770643.0,2022
Nickel Sheets,30167.000000000004,2007
Orthopedic Appliances,5672225.0,2008
Acrylic Polymers,53529.0,2016
Papermaking Machines,348206.0,1999
Rock Wool,94070.0,2015
Bran,1982.0,2017
Wood Frames,3221091.0,2005
Dashboard Clocks,3808.0,2004
Tropical Fruits,1752916.0,2003
Retail Wool or Animal Hair Yarn,1244.0,2005
Tractors,2634173.0,2017
Plastic Building Materials,887800.0,2016
Gimp Yarn,67737.99999999999,2013
Vinegar,42328.0,1995
Knit Men's Suits,21506981.0,2006
Knitting Machines,746972.0,2005
Steel Wire,14584.000000000002,2011
Cereal Straws,1290.0,2001
Processed Mica,8779.0,2021
Tulles and Net Fabric,4298682.0,2017
Linseed,845.0,2000
Vegetable Alkaloids,52059.0,2006
Cement Articles,8372152.0,2015
Flexible Metal Tubing,3900.0,1996
Metalworking Transfer Machines,31887.000000000004,2010
Vegetable Tanning Extracts,15633.0,2022
Poultry,1920418.0,2013
Buckwheat,91722.0,1995
Inedible Fats and Oils,3074800.0,2017
Hypochlorites,341131.0,2021
Fork-Lifts,57665.99999999999,2002
Nickel Mattes,1230803.0,2019
X-Ray Equipment,72473.0,1997
Soap,477024.0,1998
Plastic Coated Textile Fabric,5898540.0,2017
Micro-Organism Culture Preparations,52549.0,2018
Blankets,5374306.0,2004
Engine Parts,40921873.0,2014
Zinc Ore,63131288.0,2022
Packing Bags,13414334.0,2020
Dextrins,336944.0,2016
Iron Pipes,20674932.0,2008
Maps,29727.0,2017
Hand Tools,51949.0,1995
Telephones,6581974.0,2019
Chalk,222.0,2017
Passenger and Cargo Ships,820648.9999999999,2019
Cocoa Butter,3902.0,2011
Scrap Plastic,9203810.0,2014
Postcards,88488.0,2009
Cotton Waste,185014.0,1995
Shaped Wood,1026118.0,1995
Glass Bulbs,24239.0,2008
Copper Pipes,176645.0,1995
Other Steel Bars,399168.0,2019
Rubber Tires,32597881.0,1999
Iron Structures,40576786.0,2018
Combs,72104.0,2016
Other Cutlery,2673.0,2015
Non-powered Aircraft,624.0,2017
Dyeing Finishing Agents,268080.0,2003
Microscopes,2056.0,2002
Non-Retail Carded Wool Yarn,56114.0,2003
Glass Beads,1781406.0000000002,1997
Sheep and Goat Meat,17567.0,2017
Wadding,74543.0,2001
Salt,13849258.0,2013
Eyewear Frames,358707.0,1996
Lead Ore,18154545.0,1996
Non-Retail Silk Yarn,5185.0,2013
Animal Food,10551910.0,2016
Iron Radiators,279256.0,2005
Weapons Parts and Accessories,16604.0,2010
Gelatin,26982.0,1999
Garden Tools,14243.0,2017
Revenue Stamps,8564.0,2019
Ball Bearings,282763.0,2011
Alcohol > 80% ABV,28195.0,2013
Pig Meat,13253.0,2019
Hydraulic Brake Fluid,359674.0,2022
Electric Furnaces,300310.0,2010
Root Vegetables,843875.0,2005
Saddlery,1199635.0,1999
Gypsum,17235663.0,2018
"Awnings, Tents, and Sails",1963851.0,2019
Propylene Polymers,79697.0,2001
Light Fixtures,10259059.0,2000
Other Leather Articles,3698362.0,2009
Aircraft Parts,529720315.0,2017
Beer,173424.0,2001
Cobalt Oxides and Hydroxides,1317837.0,2017
Oats,4.0,2017
Iron Housewares,1784102.0,2021
Metal Insulating Fittings,568077.0,2001
Video Displays,426087.0,2001
Oscilloscopes,1165609.0,2006
Quaternary Ammonium Salts and Hydroxides,20062.0,2018
Other Glass Articles,712593.0,2007
Electric Batteries,1149673.0,2009
Copper Ore,126294671.0,2018
Other Rubber Products,38444201.0,2014
Railway Cargo Containers,33703.0,2007
Opto-Electric Instrument Parts,2669392.0,2006
Building Stone,20899317.0,2021
Photo Lab Equipment,87101.0,2022
Tanned Equine and Bovine Hides,43926395.0,2014
Glass Fibers,3324682.0,2004
Unvulcanised Rubber Products,8817.0,2018
Potassic Fertilizers,122107.0,2012
Knit Active Wear,37141924.0,1995
Drilling Machines,219493.0,2017
Agglomerated Cork,33127.00000000001,2015
Heavy Mixed Woven Cotton,5888393.0,2008
Other Zinc Products,989243.0,2018
Grapes,2381948.0,2001
Utility Meters,1260255.0,2018
Non-Knit Men's Coats,37494798.0,2015
Feldspar,42963458.0,2012
Artificial Fur,2486.0,2021
Tropical Fruits,19284481.0,2015
Hard Rubber,10599.0,2003
Watch Cases and Parts,76.0,2014
Kaolin,4575270.0,2016
Knit Women's Suits,239635483.0,2020
Oxometallic or Peroxometallic Acid Salts,3045.0,2012
Silver,103466424.0,2015
Waxes,114997.0,2000
Wood Ornaments,855955.0,2015
Wood Kitchenware,115906.0,1999
Non-fillet Fresh Fish,130458773.0,2005
Aircraft Parts,187138817.0,2012
Excavation Machinery,8883487.0,2012
Wood Frames,4826296.0,2007
Nitrites and Nitrates,9576.0,2002
Scent Sprays,20593.0,2003
Barium Sulphate,103685932.0,2013
Sauces and Seasonings,557265.0,1999
Other Wood Articles,1289671.0,2008
Wood Fiberboard,172186.99999999997,2006
Wadding,390878.0,1996
Building Stone,1926653.0,1997
Electrical Insulators,1239628.0,2018
Asbestos,8889.0,2020
Other Plastic Products,20455878.0,2007
Bovine Meat,8401.0,2002
Image Projectors,1563.0,2019
Cobalt,57482585.0,2011
Other Zinc Products,214493.0,2009
Light Pure Woven Cotton,3067167.0,1999
Retail Silk Yarn,10370.0,1995
Halogenated Hydrocarbons,436.0,2010
Paper Notebooks,1429597.0,2001
Electromagnets,351373.0,2009
Plaster Articles,413725.0,2010
Travel Kits,418519.0,2016
Nitrites and Nitrates,25524.0,2017
Low-voltage Protection Equipment,184175598.0,2011
Wheat,33362.0,2005
Pianos,5385.0,2018
Scales,107871.0,2002
Vending Machines,4433.0,2005
Special Purpose Ships,120044.0,2005
Artificial Fur,67498.0,2013
Iron Sheet Piling,27374.0,2003
"Sisal, Agave, raw, processed, not spun, tow and waste",25318.0,2013
Artificial Filament Yarn Woven Fabric,2757432.0,2017
Eggs,9875860.0,2019
Travel Kits,698536.0,2008
Rice,454071.0,2013
Citrus and Melon Peels,577963.0,2013
Scrap Plastic,2472492.0,2018
Other Iron Bars,379557.0,2006
Tobacco Processing Machines,37099.0,2015
Processed Tomatoes,6615772.0,2016
Bovine Meat,24989.0,2010
Hard Liquor,540034.0,2009
Soups and Broths,785976.0,1996
Copper Fasteners,90881.0,1996
Other Processed Vegetables,161566193.0,2021
Zinc Oxide and Peroxide,6957.0,2021
Glycerol,221272.0,1998
Non-Knit Babies' Garments,29517633.0,2019
Motor-working Tools,9133.0,2001
Other Inedible Animal Products,1553291.0,2006
Calculators,47893.0,1996
Melons,70084773.0,2013
Engine Parts,109753500.0,2019
Gimp Yarn,8895.0,2019
Mirrors and Lenses,14991.999999999998,2021
"Other live plants, cuttings and slips;
mushroom spawn",14855332.0,2017
Iron Railway Products,145615.0,2022
Synthetic Filament Tow,27511.0,2003
Pens,188293.0,2021
Rubber Inner Tubes,74215.0,2021
Calendars,95918.0,2018
Cars,2238945.0,1998
Photographic Film,243683.00000000003,2003
Woven Fabric of Synthetic Staple Fibers,5359840.0,2007
Ornamental Ceramics,1345365.0,2020
Alcohol > 80% ABV,3045186.0,2007
Signaling Glassware,843.0,2001
Iron Ore,357340.0,2019
Developed Exposed Photographic Material,1.0,2019
Compasses,9965462.0,2008
Raw Bones,50206.0,1998
Aluminium Wire,1269259.0,1999
Vacuum Flask,32833.0,2016
Pickled Foods,18690567.0,2017
Other Leather Articles,1428174.0,2002
Metal Lathes,2090.9999999999995,2003
Walking Sticks,5443.999999999999,2010
Densified Wood,1039.0,2022
Valves,5737041.0,2012
Scales,91700.0,2005
Dolomite,5171.0,2016
Computers,5366139.0,2003
Cellulose,249034.0,2012
Unglazed Ceramics,422455.0,1997
Refrigerators,505666.0,2005
Embroidery,2295258.0,2022
Other Pure Vegetable Oils,75553.0,1999
Rubber Sheets,111282.0,2015
Other Slag and Ash,39201.0,2015
"Niobium, Tantalum, Vanadium and Zirconium Ore",46.0,2020
Polycarboxylic Acids,1072.0,2015
Metal Finishing Machines,16000.0,2003
Hot-Rolled Iron,36840380.0,2021
Raw Plastic Sheeting,4412897.0,2015
Prepared Explosives,130672.0,2001
Stearic Acid,367598.00000000006,1999
Copper Ore,154713169.0,2022
Scent Sprays,3695.0,1999
Chocolate,5113422.0,2014
Corrugated Paper,6392515.000000001,2018
Pasta,10211891.0,2008
Seats,266407884.0,2020
Hot-Rolled Iron Bars,4437705.0,2006
Other Vegetable Fibers Yarn,18.000000000000004,2019
Light Pure Woven Cotton,6284433.0,1997
Air Conditioners,14004.0,1997
Knit Women's Shirts,33153964.0,1998
Textile Fiber Machinery,1650650.0,2008
Aluminium Housewares,351612.0,2018
Architectural Plans,2146.0,2003
Melons,161445764.0,2019
Cereal Flours,4214.0,2003
Leather of Other Animals,92817.0,2021
Dissolving Grades Chemical Woodpulp,1236688.0,1995
Knotted Carpets,14170524.0,2004
Liquid Fuel Furnaces,38888.0,2018
Prepared Cereals,71110.0,2005
Densified Wood,227.0,2008
Tar,6135.0,2013
Dolomite,55056.00000000001,2005
Optical Fibers and optical fibre bundles,2044151.0,2018
Scales,695433.0,2007
Base Metal Watches,501839.0,2001
Coconut and Other Vegetable Fibers,17335.0,2013
Synthetic Filament Tow,326.0,2020
Cellulose,24116.0,1996
Scarves,17134106.0,2010
Other Plastic Sheetings,2317004.0,2000
Float Glass,694118.0,2011
Twine and Rope,1943041.0,2015
Olive Oil,1455400.0,2007
Limestone,6624.0,2014
Unglazed Ceramics,552133.0,2005
Friction Material,4814979.0,1997
Parachutes,3145.0,2003
Dashboard Clocks,7622.999999999999,2021
Compounded Unvulcanised Rubber,26531.0,1999
Soybean Meal,1531555.0,2014
Petroleum Jelly,192790.0,2016
Titanium,196917.0,2002
Portable Lighting,34789.0,2001
Processed Cereals,5420.0,1996
Cathode Tubes,9866.0,2010
Iron Railway Products,169831.0,2018
Whey and other milk products,290882.0,2010
Other Electrical Machinery,13801017.000000002,2014
Onions,18889276.0,2014
Ceramic Bricks,729111.0,2012
Retail Wool or Animal Hair Yarn,21109.0,2007
Cyanides,206483.0,2017
Textile Footwear,20395602.0,2021
Hand-Woven Rugs,15261405.0,2017
Broadcasting Equipment,972189.0,2001
Pig Meat,3739.0,2005
Other Lead Products,54506.00000000001,2017
Audio and Video Recording Accessories,513343.0,1998
Non-Knit Women's Coats,130770187.0,2007
Other Oily Seeds,183423.0,1995
Flat-Rolled Stainless Steel,959.0,1998
Hair Trimmers,688868.0,2010
Flax Woven Fabric,73320.0,1995
Other Heating Machinery,845177.0,2006
Neck Ties,3358250.9999999995,2015
Plastic Wash Basins,1011335.0,2015
Bi-Wheel Vehicle Parts,651588.0,2012
Abrasive Powder,5918155.0,2012
Glycosides,1639540.0,2001
Other Printed Material,2124291.0,2002
Rubber Inner Tubes,81711.0,2003
Vegetable Stuffing Materials,447326.0,1998
Salt,345264.0,1999
Leather Machinery,484725.0,2002
Eyewear,38793.0,1998
Hand-Woven Rugs,5070948.0,2000
Leather Apparel,11540386.0,1997
Gelatin,19467.0,2016
Live Fish,3500478.0000000005,2021
Wadding,22332.0,2011
Non-Retail Synthetic Staple Fibers Yarn,6250885.0,1997
Corrugated Paper,154471.0,2000
Chalkboards,2094.0,2015
Palm Oil,190385.0,2000
Other Footwear,41451066.0,2018
Scarves,1782310.0,2020
Eyewear,204109.0,2018
Scrap Plastic,8901.0,1997
Basketwork,4412886.0,2012
Fruit Juice,757696.0,2005
Signaling Glassware,10034.0,1995
Plastic Pipes,283720.0,1995
Metal Mountings,7081967.0,2017
Plastic Building Materials,713858.0,2009
Interior Decorative Glassware,1278989.0,2014
Hand-Woven Rugs,9971766.0,2006
"Industrial Fatty Acids, Oils and Alcohols",873867.0,2004
Conveyor Belt Textiles,7814.0,2021
Electric Musical Instruments,41158.0,1995
Other Knit Garments,68868612.0,2018
Scrap Rubber,8012.0,2004
Glazed Ceramics,2253010.0,2006
Iron Housewares,1845723.0,2007
Titanium Oxides,3265.0,2013
Copper Powder,210389.00000000003,2017
Glaziers Putty,4218234.0,2021
Sulfides,300.0,2018
Light Mixed Woven Cotton,277618.0,2017
Other Articles of Twine and Rope,421830.00000000006,2019
Rapeseed Oil,36666.0,2003
Image Projectors,16098.999999999998,2006
Refrigerators,2360542.0,2016
Other Fruits,66398024.0,2007
Ink Ribbons,2928056.0,2006
Gypsum,9773196.0,2008
Photo Lab Equipment,70648.0,1996
Postcards,12527.0,2004
Artificial Monofilament,627.0,2004
Barium Sulphate,58447474.0,2010
Lard stearin and oils,2130650.0,1996
"Trailers and semi-trailers, not mechanically propelled vehicles",9835056.0,2016
Photographic Chemicals,9561.0,1995
Seed Oils,4406.000000000001,1997
Aluminium Pipes,1972650.0,2018
Electric Heaters,10431262.0,2022
Lead Ore,9895505.0,2003
Semiconductor Devices,714785833.0,2011
Siliceous Fossil Meals,20812.0,2013
Amine Compounds,5772.0,2018
Railway Maintenance Vehicles,99502.0,2018
Textile Wicks,16340.0,1998
Ground Nut Oil,16971.0,2014
Frozen Fruits and Nuts,21180309.0,1999
Organo-Sulfur Compounds,3589.0,1999
